-1.458092033863067627e-01 -3.287870287895202637e-01 7.369004189968109131e-02 2.985807359218597412e-01 -2.292580753564834595e-01 -3.902357537299394608e-03 9.337183833122253418e-02 6.280032452195882797e-03 -9.740187972784042358e-02 7.707479596138000488e-02
8.693355321884155273e-02 -6.898732483386993408e-02 -3.987222537398338318e-02 1.068956702947616577e-01 -1.014610230922698975e-01 2.971002273261547089e-02 1.409603655338287354e-01 -1.952678337693214417e-02 -7.186213880777359009e-02 -1.010522693395614624e-01
2.255448102951049805e-01 2.065845578908920288e-01 1.495667397975921631e-01 2.286288887262344360e-01 -1.198868080973625183e-01 -8.893225342035293579e-03 9.705197066068649292e-02 2.942802608013153076e-01 -1.844095438718795776e-01 -3.263753056526184082e-01
-9.933997392654418945e-01 -2.416541986167430878e-02 -1.867338642477989197e-02 1.305504590272903442e-01 5.446496885269880295e-03 1.467821747064590454e-01 -1.577477902173995972e-01 1.275894790887832642e-01 -3.236002847552299500e-02 -9.464821219444274902e-02
-4.112052917480468750e-02 1.539064496755599976e-01 3.501659259200096130e-02 1.046704575419425964e-01 -4.398606717586517334e-02 -1.265165656805038452e-01 2.939298376441001892e-02 -3.901060670614242554e-02 1.634801551699638367e-02 2.525644600391387939e-01
-2.429406642913818359e-01 -3.731532953679561615e-03 2.504107356071472168e-02 -4.728972911834716797e-02 8.074210584163665771e-02 9.574787318706512451e-02 6.967002153396606445e-02 6.034128740429878235e-02 -7.426619995385408401e-03 1.124878078699111938e-01
-6.170996427536010742e-01 -1.222742348909378052e-01 -8.179333806037902832e-02 -1.502417027950286865e-01 1.009489148855209351e-01 -7.857104390859603882e-02 1.292405724525451660e-01 -1.613020449876785278e-01 -1.481818035244941711e-02 1.469005495309829712e-01
3.254554271697998047e-01 2.373554743826389313e-02 -2.243508547544479370e-01 -1.686524003744125366e-01 -4.673524573445320129e-02 -1.336962133646011353e-01 -1.985612660646438599e-01 -8.047375828027725220e-02 4.369009658694267273e-02 1.258325278759002686e-01
2.994783520698547363e-01 -2.843571603298187256e-01 -1.310505121946334839e-01 -1.930186450481414795e-01 3.366042077541351318e-01 -9.692202508449554443e-02 -3.922308981418609619e-02 2.219845168292522430e-02 7.191222161054611206e-02 1.597705185413360596e-01
3.667360544204711914e-01 3.656943142414093018e-02 2.800837159156799316e-01 -2.995908446609973907e-02 -1.676852852106094360e-01 2.713042683899402618e-02 -2.813630700111389160e-01 -1.259975880384445190e-01 -1.314776241779327393e-01 -2.595459520816802979e-01
1.491414308547973633e-01 -2.636441290378570557e-01 -3.885033354163169861e-02 -5.597482621669769287e-02 -6.196045503020286560e-02 9.820390492677688599e-02 -4.681106656789779663e-02 1.463532447814941406e-01 -1.687361001968383789e-01 -3.057770663872361183e-05
1.971637010574340820e-01 -1.839549243450164795e-01 1.009416803717613220e-01 7.308389060199260712e-03 -1.241988986730575562e-01 8.202607929706573486e-02 -2.873887717723846436e-01 -1.896403543651103973e-02 2.687016967684030533e-03 2.785825915634632111e-02
-3.785884082317352295e-01 -1.033558696508407593e-01 -1.964090317487716675e-01 -2.418829314410686493e-02 6.738545000553131104e-02 6.152414903044700623e-02 -7.106423377990722656e-02 2.754796482622623444e-02 -4.303879290819168091e-02 -1.633207686245441437e-02
3.528975844383239746e-01 2.058510184288024902e-01 -2.885937876999378204e-02 -2.433884441852569580e-01 1.553173214197158813e-01 1.337803807109594345e-02 -2.198079079389572144e-01 -6.936521083116531372e-02 7.519217580556869507e-02 -1.573094576597213745e-01
3.958276510238647461e-01 -1.393830925226211548e-01 -1.950609087944030762e-01 -3.243480920791625977e-01 1.650514081120491028e-03 -2.559463493525981903e-03 -4.475462064146995544e-02 -1.039816364645957947e-01 4.179832711815834045e-02 1.198225170373916626e-01
7.987082004547119141e-02 4.002853482961654663e-02 5.535154044628143311e-02 -5.522801354527473450e-02 -1.167760714888572693e-01 6.368101388216018677e-02 -1.273660659790039062e-01 5.799360107630491257e-03 -1.728115379810333252e-01 -8.738934062421321869e-03
-1.130395531654357910e+00 -8.202780783176422119e-02 1.129806041717529297e-01 -1.988696753978729248e-01 7.811492681503295898e-02 2.257864475250244141e-01 6.213071569800376892e-02 1.148296287283301353e-03 1.811882294714450836e-02 -9.112206101417541504e-02
4.429113864898681641e-01 1.621475517749786377e-01 1.869034208357334137e-02 -1.908223032951354980e-01 8.172161877155303955e-02 2.251372039318084717e-01 9.964479506015777588e-02 3.594764694571495056e-02 -5.911549925804138184e-02 -2.927074581384658813e-02
3.361415863037109375e-01 2.965676784515380859e-01 8.484782278537750244e-02 1.817724294960498810e-02 -2.919920533895492554e-02 2.877835929393768311e-02 2.652942240238189697e-01 6.427648663520812988e-02 1.336973458528518677e-01 7.560186088085174561e-02
