-1.445534530504289927e+00 6.287239918531219995e-01 -2.597885980312314783e-02
-1.506603669152223546e+00 3.033814849758820209e-01 -8.694989037636409457e-02
-1.522727045856094641e+00 4.437314487852492273e-01 -1.226901484631329059e-01
7.446169976617985853e+00 -6.999599381918559793e+00 4.400379029304991363e+00
-7.887521639844732313e-01 9.802199464176996058e-01 1.806489764628707029e-01
-8.685588442860117109e-01 -2.748512378863200989e-01 2.319903144563887631e-01
-2.250909917005568250e-02 -1.232625739210973403e+00 -4.269364429584315279e-01
-1.551997992563827200e+00 3.561512213216826983e-01 -1.011016479616427960e-01
-1.622867780758833867e+00 4.037195227351770277e-01 -1.207982688237278224e-01
-1.446478439979469677e+00 5.997744723739782957e-01 -2.518228596922839069e-02
-1.656305253324582338e+00 4.392773218979976746e-01 -1.047863720324366810e-01
-9.283980836395472336e-01 2.782935654661520264e-01 -3.047965902324840104e-01
-7.264819840919821692e-01 -5.918453388948707872e-01 -2.172517146216405570e-01
-1.480097834560169856e+00 6.318098942259234296e-02 -2.414096095653530116e-01
-1.629195237429340803e+00 4.205492556749453881e-01 -1.124592467917107236e-01
-1.553377652458812985e+00 3.153312068984951977e-01 -1.359735342419237381e-01
1.430823188454828454e+01 -1.418912140020527124e+00 -6.122852876104495579e+00
-1.626067838245417230e+00 4.208494558479644598e-01 -1.096698832683574848e-01
-1.517900241150529128e+00 1.602787261196186308e-01 -1.413314392699424327e-01
-1.656305253324582338e+00 4.392773218979976746e-01 -1.047863720324366948e-01
-1.539541147749723393e+00 4.130803888518005951e-01 -1.299512601744392815e-01
-1.539411052903083998e+00 3.264334015176134085e-01 -1.127897777970157389e-01
1.158445363838667959e+02 2.506662282052550594e+00 3.095454764299579864e+01
-1.547271418064127602e+00 4.967016747467026261e-01 1.956450760078178377e-02
-7.236390585887390037e-01 8.450708395203327949e-01 2.882655080993682395e-01
-1.468826846669584851e+00 1.820939865324055218e-01 -1.209232004179997128e-01
-1.638552529497998567e+00 4.161648685384818358e-01 -1.037487105399943071e-01
-1.656305253324582338e+00 4.392773218979976746e-01 -1.047863720324366948e-01
3.214812138587911594e+00 -5.174698156183420439e-01 -6.535595747941674860e-01
-1.448070306694187348e+00 5.566675583861535603e-01 -4.283435814242361750e-02
-1.545458422709993895e+00 2.518394451629204500e-01 -1.871291474050301162e-01
-1.610417975852298511e+00 3.746622292688661093e-01 -1.113535411809928322e-01
1.429003067799605287e+00 -7.853146449168481036e-01 8.605821414991688956e-01
6.715717081093634633e+00 -6.470171331000473813e+00 1.970511786845931423e+00
-6.292782731801758178e-01 1.543435021552699293e-01 -3.454341389848249455e-01
-1.645011986112104196e+00 4.386670205322007465e-01 -1.014559829957558806e-01
-9.162114802401004621e-01 7.722374529265134679e-01 6.908034572549567875e-02
-1.645767218009629218e+00 4.282404188434068004e-01 -9.848497415196848237e-02
-1.271380014678481274e+00 4.073346289452953184e-02 -5.461859310048828436e-02
-1.645008639760120017e+00 4.415662297598029751e-01 -1.069367319516947440e-01
-1.217725501733753601e+00 7.027858286578452240e-01 -6.247542281001233766e-01
-1.238695612699522552e+00 -1.279240653195798938e-01 -1.250006738267379902e-01
-1.587564422419128984e+00 3.996177438389896253e-01 -4.425464083044158836e-02
-1.506245329208689476e+00 2.097604480800579763e-01 -2.636217525844263276e-01
-1.635532922715539295e+00 4.227812680469295037e-01 -1.011381101245178715e-01
2.069346849600645744e+00 -1.369332864565322438e+00 -4.394276976344116403e-01
-1.464206117904865545e+00 5.746694738165469829e-01 -1.897292531237013413e-01
-1.047491058677110010e+00 6.803312955558585839e-01 3.928514507886490259e-01
-7.274443684558166145e-01 7.056185257499651975e-01 1.754473847347330293e-02
8.870042553262608820e+00 4.045625010610740979e+00 -1.834269896470097860e+00
-5.280120838373190129e-01 6.222315504664265307e-01 3.126112459259036136e-01
-1.542576257380555038e+00 4.988425982491458410e-01 -1.303241947261452593e-01
4.333497354565889470e-01 -1.600552101288078344e+00 -4.249293165229629798e-03
-1.617286605803411437e+00 3.915526150415496454e-01 -1.243648141436423660e-01
5.474696805927136367e+00 4.898548886311265171e+00 -3.510198238729302367e-01
-1.523323590563768537e+00 2.197604452996451685e-01 -2.326664424665727537e-01
-1.300496542602484373e+00 1.249123153572121864e-01 -5.898955167918565334e-02
-1.559411715892168537e+00 4.041389726103283841e-01 -1.006293098104911743e-01
-1.259909481091420203e+00 5.200651093573150918e-01 -5.142585407342067927e-02
-1.550478968642425182e+00 4.098535625500248636e-01 -1.274285990061766460e-01
-1.621135399171142355e+00 4.423024175516959144e-01 -1.099322900446024626e-01
-9.351666008663127583e-01 2.339178763516605933e-02 1.228731275757658920e-01
-1.451279030151889193e+00 3.493257574767024143e-01 -1.735095822363972307e-01
-1.361025764402459926e+00 1.926754460243380873e-01 -2.041939820963863395e-01
-2.902544191797516993e-01 -1.283436438244510480e+00 3.070294268076079747e-01
-1.323025174660414027e+00 3.458345947806952814e-01 -1.650692758125107684e-01
2.482820745420675657e+00 -1.900749896413735041e+00 2.185727342988757343e-02
-1.654128755224873792e+00 4.386730916666887747e-01 -1.019596943140867323e-01
-1.601630418618850804e+00 4.040088238139934451e-01 -9.534430882980135524e-02
-1.098841148144619417e+00 -1.135438388704666512e-01 -1.717087207492371814e-01
-1.592800585583470596e+00 3.180583445804677223e-01 -9.147436965520776286e-02
-1.640610651414087906e+00 4.125857559311502110e-01 -1.010429450189494344e-01
-1.373540061206252716e+00 1.018785578576009848e-01 -2.303716891994732341e-01
-1.496812038568036130e+00 5.646529352396419954e-01 -1.322933827123933537e-01
-1.623714730045246579e+00 4.203969654731939953e-01 -1.022252109893207889e-01
-1.591357730503397461e+00 3.994226990225922536e-01 -1.052201946403814453e-01
7.387109857243929767e-01 -8.364196993563637328e-01 9.795480898662503599e-02
-1.642844085889622496e+00 4.110126045824975538e-01 -1.056580309995087258e-01
-1.285283043848944429e+00 4.760682432183042101e-01 -3.793127307475135379e-01
-1.540064169185446863e+00 3.630613299008935146e-01 -1.323996478655587727e-01
-1.656305253324582338e+00 4.392773218979976746e-01 -1.047863720324366948e-01
